Job Title,Job Link,Job ID,Company Name,Location,Job Posting,Salary,Job Description
Wordpress Developer,https://malaysia.indeed.com/company/Skill-quotient/jobs/Wordpress-Developer-64944fbb837b2df2?fccid=61efd79318e60e8b&vjs=3,job_64944fbb837b2df2,Skill Quotient,Kuala Lumpur,"Posted
Posted 1 day ago",,"Role: Wordpress Developer
Working Mode: On Site
Job Type: CDM (Contract Direct Hire) – after completing 12 months will convert as Perm employee of Skill Quotient
Job Location: Kuala Lumpur
Experience: More than 4 years of experience as Wordpress Developer
Only Local Malaysian preferred
JOB DESCRIPTION
· Meeting with clients to discuss website design and function.
· Designing and building the website front-end.
· Creating the website architecture.
· Designing and managing the website back-end including database and server integration.
· Generating WordPress themes and plugins.
· Conducting website performance tests.
· Troubleshooting content issues.
· Conducting WordPress training with the client.
· Monitoring the performance of the live website.
REQUIREMENTS
· Bachelor’s degree in computer science or a similar field.
· Proven work experience as a WordPress developer.
· Knowledge of front-end technologies
· Knowledge of code versioning tools
· Experience working with debugging tools
· Good understanding of website architecture and aesthetics.
Job Type: Full-time
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)"
BACK-END-DEVELOPER,https://malaysia.indeed.com/company/Strato-Solutions-Sdn-Bhd/jobs/Back-End-Developer-271a9540131ec563?fccid=5181c58fed79863e&vjs=3,job_271a9540131ec563,Strato Solutions Sdn Bhd,Kuala Lumpur,"Posted
Posted 1 day ago","RM 7,000 - RM 9,000 a month","Job Scope
Design and development of scalable software.
Write clean, functional code on back end
Requirements analysis.
Work collaboratively with an agile, scrum-based team to understand the business domain and client requirements that drive analysis, architecture/design and development of quality technical solutions and deliverables.
Participate in coordinated planning sessions and provide effort estimates for business initiatives of IT solutions
Collaborate with internal teams to produce software design and architecture.
Design and build function-centric solutions.
Define and refactor multi-channel client architecture offering and providing differentiated end-user experiences by leveraging containerization and cloud technology
To write both unit and integration tests and develop automation tools for day to day tasks.
Ensure the codes delivered are always with high quality and efficiency.
Ensure best performance and user experience of the application.
Maintain cutting edge knowledge of current and emerging technologies, industry trends and standards
L3 support to troubleshoot, debug & fix functional, performance, security errors/issues
Responsible for delivery, quality and meet deadlines
Write technical documentation
Requirements
Bachelor Degree in Software Engineering/Computer Science/Information Technology or equivalent
Certified in Java will be added advantage
Certified in Openshift Application Development will be added advantage
Job Type: Permanent
Salary: RM7,000.00 - RM9,000.00 per month
Schedule:
Fixed shift
Monday to Friday
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Preferred)
Education:
Bachelor's (Preferred)
Experience:
Java: 7 years (Preferred)"
Cloud Developer,https://malaysia.indeed.com/company/JP-Associates-Malaysia/jobs/Cloud-Engineer-7f4fe5addd3d6dfc?fccid=95b70644286c97ee&vjs=3,job_7f4fe5addd3d6dfc,JP Associates Malaysia,Kuala Lumpur,"Posted
Posted 1 day ago","RM 5,000 - RM 7,000 a month","Job Description:
Working within a team to take on cloud projects
Designing application architecture to follow good cloud design principles (e.g. the AWS Well- Architected Framework)
Building and deploying applications in the cloud
Training others to work with cloud technologiesJob Requirements:
Certifications in cloud development and architecture (e.g. AWS Solution Architect Associate) welcome but not necessary.
At least 2 years of working experience with Cloud technologies
Experience using and building applications on a major Cloud Service Provider (preferably AWS, but GCP and Azure also welcome).
Experience with full stack development.
Knowledge of multiple front-end languages/libraries/frameworks (e.g. HTML/CSS, JavaScript, TypeScript, Angular, React) and UI/UX design.
Knowledge of multiple back-end languages/libraries/frameworks (e.g. Java, Python, JavaScript, Node.js).
Familiarity with both relational (SQL) and non-relational (NoSQL) databases (e.g. MySQL, MongoDB).
Good problem-solving and analytical skills, able to determine the approximate impact of each issue quickly to prioritise further work
Ability to positively and sensitively work with stakeholders
Excellent communication skills (both written and verbal)
Highly effective planning and prioritisation skills
The ability to work effectively both independently and as part of a team
Great attention to detail and organisational skills
An analytical mind
A desire to help lead organisational change
Job Type: Full-time
Salary: RM5,000.00 - RM7,000.00 per month
Schedule:
Monday to Friday"
Technology Consulting - Frontend developer,https://malaysia.indeed.com/rc/clk?jk=6669666c5b0c48a9&fccid=1544766d4c2915b0&vjs=3,job_6669666c5b0c48a9,EY,Kuala Lumpur,"Posted
Posted 2 days ago",,"Whole industries have been disrupted and transformed in recent years by digital technology. As a Technology Consulting Professional, you will help businesses realise the value they can gain from their IT investments — supporting strategy and being a key growth driver. As part of a high-performing team, you will deliver exceptional client service — providing advice on how technology enablement, digital transformation and enterprise intelligence contribute to performance improvement, as well as how IT can act as multiplying effect during major program transformations.

As organisations look to leverage the advantage IT offers, we will work with you to develop the consultancy and analytical skills that you will need in today’s environment. Working on projects that cross borders and sectors, the experiences you gain here will be more valuable than anywhere else. So whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.

The opportunity
In this role you will work along with our clients to transform their business through disruptive innovation enablement and transformational design solutions. The team supports our clients in modernizing systems, processes and products to enhance business and customer-facing platforms and services to support high performance in a rapidly changing and competitive environment.

Your key responsibilities:
Collaborate with the design and back-end development teams to translate design concepts into interactive web applications.
Develop responsive web interfaces using HTML, CSS, and JavaScript.
Utilize Angular.js to create dynamic and data-driven web applications.
Write server-side code using Node.js to enhance the application’s functionality and performance.
Ensure the technical feasibility of UI/UX designs and optimize them for maximum speed and scalability.
Debug and resolve front-end issues and work closely with the QA team to ensure quality.
Stay up-to-date with the latest front-end technologies and best practices.
Maintain code version control and documentation.
Collaborate with cross-functional teams to contribute to the overall success of the project.

Skills and attributes for success
Strong teaming and communications
Strong drive to excel professionally, and to guide and motivate others
Strong analytical and problem-solving skills
Dedicated, resourceful and able to work under pressure

To qualify for the role, you must have
Proven experience as a Front-End Developer with a strong portfolio showcasing relevant projects.
Proficiency in HTML, CSS, and JavaScript.
In-depth knowledge of Angular.js for building interactive web applications.
Experience with Node.js for server-side development.
Strong problem-solving skills and attention to detail.
Familiarity with UI/UX design principles and responsive web design.
Version control using tools like Git.
Good communication and teamwork skills.

Ideally, you’ll also have
Experience with other front-end frameworks and libraries.
Knowledge of front-end build tools and task runners (e.g., Webpack, Gulp).
Familiarity with RESTful API integration.
Testing and debugging skills.
Understanding of Agile development methodologies.

What we look for
Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you will be a confident leader equipped with strong people management skills and a genuine passion to make things happen in a dynamic organization. If you are ready to take on a wide range of responsibilities, and are committed to seeking out new ways to make a difference, this role is for you.

What working at EY offers
EY offers a competitive remuneration package commensurate with your work experience, where you will be rewarded for your individual and team performance. We are committed to being an inclusive employer and are happy to consider flexible working arrangements (FWA), as needed, guided by our FWA Policy.
Plus, we offer:
Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.

If you can demonstrate that you meet the criteria above, please contact us as soon as possible.

The exceptional EY experience. It’s yours to build.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
In-house Full stack developer,https://malaysia.indeed.com/company/VISION-DIRECT-TECHNOLOGIES-SDN.-BHD./jobs/Full-Stack-Developer-37657c81afbb935c?fccid=45f3b5f0a6587a4d&vjs=3,job_37657c81afbb935c,VISION DIRECT TECHNOLOGIES SDN. BHD.,Kuala Lumpur,"Posted
Posted 1 day ago","RM 4,000 - RM 6,000 a month","Job Overview:We are seeking a highly motivated and skilled in-house full-stack software developer to join our dynamic team at VisionPal. You will play a crucial role in developing and maintaining our cutting-edge technology solutions, ensuring our services remain at the forefront of the eye health industry.
Key Responsibilities:
Collaborate with the product team to design, develop, and implement software solutions that align with VisionPal's mission and business objectives.
Build and maintain responsive web applications, mobile apps, and backend systems, providing an exceptional user experience.
Work on the integration of third-party services, APIs, and databases to improve our e-commerce platform and corporate client services.
Optimize and troubleshoot software for performance, security, and scalability.
Stay up-to-date with industry best practices and emerging technologies to continuously improve our software solutions.
Qualifications:
Bachelor's degree in Computer Science, Software Engineering, or a related field.
Proven experience as a full-stack developer, with a strong portfolio showcasing your work.
Proficiency in web development technologies, including HTML, CSS, JavaScript, and modern frameworks (e.g., React, Angular, or Vue.js).
Experience with back-end development using technologies like Node.js, Python, or Ruby on Rails.
Database design and management skills (SQL and NoSQL databases).
Knowledge of DevOps and deployment processes.
Excellent problem-solving skills and the ability to work both independently and in a team.
Strong communication skills to collaborate with various stakeholders.
Why VisionPal:
Join a forward-thinking startup that is making a real impact on eye health.
Collaborate with a passionate team dedicated to innovation and growth.
Opportunities for professional development and career advancement.
Competitive compensation and benefits package.
If you believe you have the skills and passion to contribute to VisionPal's success as an in-house full-stack software developer, we encourage you to apply.
Job Type: Full-time
Salary: RM4,000.00 - RM6,000.00 per month
Benefits:
Health insurance
Opportunities for promotion
Work from home
Schedule:
Monday to Friday
Supplemental pay types:
Performance bonus
Experience:
Software Engineering: 1 year (Required)
Language:
English (Required)
Ability to Commute:
Kuala Lumpur (Required)"
Full Stack Developer,https://malaysia.indeed.com/company/LTH-GROUP-ASIA/jobs/Full-Stack-Developer-c7fc402e37279278?fccid=e0c9f06877b6b5e7&vjs=3,job_c7fc402e37279278,Esync software services Sdn Bhd,Kuala Lumpur,"Posted
Posted 2 days ago","RM 13,000 a month","Happy Friday!
We are actively Hiring Full Stack Developers for an exciting job opportunity in Kuala Lumpur ❗ ❗
Kindly refer to the requirements below:
Job Type: Full Time/Permanent
Location: Kuala Lumpur (Onsite)
Industry: Banking
Experience: Min 5 years & above are encourage to apply!
Prior to Local (Malaysians)
Experience in web / mobile application development & environment.
Responsibilities:
Architect and implement web/mobile back end with efficiency, speed,
quality & robustness in mind.
Architect and implement web/mobile UI/UX based on provided wireframes and business requirements.
Assess efficiency and speed of current applications.
Gather, document and analyze business requirements in order to help
define scope of software development initiatives. May include web/mobile page mock-ups and interaction prototyping.
Produce and maintain documentation related to application software
(e.q. scope requirements, logical and technical designs, testing and implementation plans).
Troubleshoot and implement bug fixes related to client and user reported issues.
Play proactive support role and take ownership of technical issues, and
work with internal/ cross functional/ external team to resolve more advanced issues when necessary.
Collaborate with team members in all aspect of software design, coding, testing, documentation & deployment.
Deliverables in Agile Scrum approach.At least 5 years hands on knowledge & experience in the following
:
Git version control
API
Reactjs
Nodejs
Java spring boot
MongoDB/MySQL/SQL Query
SQL/NOSQL
Web services
**Additional knowledge & experience in any of the following is a plus**
ELK
Typescript
Flutter
Mobile hybrid frameworks
Digital banking platform experience
Interested applicants do share your updated resume/CV to syafirah@esync.com.my
Job Type: Full-time
Salary: Up to RM13,000.00 per month
Schedule:
Monday to Friday"
Backend Developer,https://malaysia.indeed.com/company/TribeHired.com/jobs/Back-End-Developer-ea2a49201b2ad299?fccid=a65209b421c71b38&vjs=3,job_ea2a49201b2ad299,TribeHired.com,Kuala Lumpur,"Employer
Active 3 days ago","RM 5,000 - RM 10,000 a month","Job Description
· Responsible to involve all aspects of the software life cycle including gathering requirements for the business, analysis of existing systems/functionality, design and implementation.
· Design, develop, and maintain web applications
· Maintain existing web application and back-end application.
· Convert existing project from other programming language to Java, .NET core, GoLang or Python.
· Identify and solve complex problems using all available methods and resources.
· Performs complex data processing and analysis regularly to provide informative report for decision making.
· Work closely with different teams on system integration.
· Handle other ad-hoc tasks as assigned.
Job Requirements
· Candidate must possess at least a Bachelor’s Degree in Computer Science/Information Technology or equivalent
· At least 2 years’ experience in software engineering area.
· Must have OOP concept
· Knowledge of Python and/or Django framework is an advantage.
· Knowledge of .Net Core 7.0 framework is an advantage.
· Knowledge of GoLang is a definite advantage
· Self-motivated, eager to learn, responsible, able to work in a team, either locally or remotely .
· Proficiency in Mysql and/or mongo db.
· Good communication and analytical skills.
· Able to speak Mandarin is advantage due to communicate with mandarin speaker.
Job Types: Permanent, Full-time
Salary: RM5,000.00 - RM10,000.00 per month
Benefits:
Health insurance
Opportunities for promotion
Professional development
Schedule:
Monday to Friday
Supplemental pay types:
Performance bonus
Yearly bonus"
Full Stack Developer (Spring & Angular),https://malaysia.indeed.com/rc/clk?jk=21e5dd1e95ef51ad&fccid=f9211016071bf82e&vjs=3,job_21e5dd1e95ef51ad,Hiredly X,Kuala Lumpur,"Posted
Posted 2 days ago","RM 7,000 - RM 12,000 a month","Build front-end to back-end web applications using world class technology stack
Design and develop scalable, testable, sustainable and high-performance software components and APIs
Develop automated test scripts for continuous delivery and integration
Gather, analyze and design solutions based on user requirements, pain points
and needs

Design and develop web-based and mobile applications, modules, and
automation test

Perform software releases, installations, migrations, upgrades, user training
and support

Eliminate and fix tech bugs and enhance all aspects of software functionalities
[Apply now at https://my.hiredly.com/jobs/jobs-malaysia-hiredly-x-job-full-stack-developer-spring-angular]
; Requirements: -

Experience in J2EE, Angular 6+, Bootstrap, Hibernate, GIT, Spring Framework
Experience in relational data modelling, (MSSQL\Oracle\MySQL\PostgreSQL) and system integration
Experience in production system deployment, maintenance and troubleshooting
Excellent analytical thinking and problem-solving skills
Strong communication and collaboration skills
Experience in CI/CD and automated testing would be an advantage
Bachelor’s degree in Computer Science, Information Technology or equivalent
At least 5 years of proven working experience in Software Development"
Business Analyst cum QA Tester (KL),https://malaysia.indeed.com/company/Recruit-Express-Service-Sdn-Bhd/jobs/Quality-Assurance-Tester-a49bf22d0f8d1a05?fccid=0a954ba2806c8b93&vjs=3,job_a49bf22d0f8d1a05,Recruit Express Service Sdn Bhd,Kuala Lumpur,"Posted
Posted 2 days ago","RM 7,000 - RM 9,000 a month","Job Responsibilities:
Conduct quality-control tests and analysis to ensure Solution meets documented specification, product requirements and the organization desired outcome
Plan and prepare testing activities such as test design, test cases, test data and hold defect review meetings
Execute Manual or Automated test scripts according to document specification and business scenario.
Log defects accurately, identify course of action and perform preliminary root cause analysis and retest defects after fixes
Analyze and communicate test results accurately to project team and developer, document software product defects accurately and track it to closure
Ensure that the test environment is maintained and remain ‘Fit for purpose' for the program of project deliverables
Support functional/technical testing, front end application and back-end application testing
Document all requirement and the business solution such that Stakeholders, Developer and Test team understand clearly.
Facilitate requirements elicitation sessions and walkthroughs with Business and Developer.
Assess the feasibility and impact of the recommended solution from Business perspective.
Evolve into a subject-matter expert who can easily liaise between Technical and Business.
Requirements :
Bachelor Degree in Computer Science or related technical discipline
At least 5 years of relevant experience in Financial or Asset Management industry
Ability to document and troubleshoot errors
Experienced in testing of the following application domains : Front-end, Back-end, API and/or mobile
Independently prepare test Script based on Functional design
Proven experience in Software Quality Assurance field
Good communication and interpersonal skills
Job Type: Full-time
Salary: RM7,000.00 - RM9,000.00 per month
Experience:
Business analysis: 3 years (Preferred)"
Web Developer,https://malaysia.indeed.com/company/Bright-Nexus-(M)-Sdn-Bhd/jobs/Web-Developer-dc62f66410003b95?fccid=f6e099f9eb731bd1&vjs=3,job_dc62f66410003b95,Bright Nexus (M) Sdn Bhd,Bandar Tasik Selatan,"Employer
Active 3 days ago","RM 2,800 - RM 6,000 a month","Key Roles & Responsibilities:
Responsible for the development and implementation front end or back-end web applications.
Enhance and improve web applications.
Take formal responsibility for ensuring that the web applications are adequately tested before roll out.
Requirements:
Candidate must possess at least a Bachelor’s Degree or equivalent.
Required skills: JavaScript, Node.js, HTML5, CSS3, MongoDB, Redis, MySql.
Knowledge of SEO.
Experienced in CMS system.
Good analytical and organizational skills. Strong interpersonal and communication skills.
Work independently and proactively to deliver quality products.
Team player which is able to work together in a team towards project goals.
Preferably Junior Executives specializing in IT/Computer - Software or equivalent.
Fresh Graduate are encourage to apply.
Full-Time position only.
Job Type: Full-time
Salary: RM2,800.00 - RM6,000.00 per month
Schedule:
Monday to Friday
Ability to commute/relocate:
Bandar Tasik Selatan: Reliably commute or planning to relocate before starting work (Preferred)"
PHP Developer,https://malaysia.indeed.com/company/AGENSI-PEKERJAAN-CAREERPATH-SDN-BHD/jobs/PHP-Developer-b015a88727e2f903?fccid=11b09ad81edaa018&vjs=3,job_b015a88727e2f903,Agensi Pekerjaan Careerpath Sdn Bhd,Kuala Lumpur,"Employer
Active 3 days ago","RM 4,000 - RM 7,000 a month","Duties and Responsibilities
● Maintain and develop back-end systems
● Maintain and setup server
● Write reusable, efficient, and testable PHP code
● Research new technologies and approaches to better improve application code
● Assist in the definition of application architecture
● Work closely with team members
● Provide documentation of delivered requirements
● Provide regular feedback to other team members for better collaboration
● Provide fresh ideas and contribute to the overall platform of the company
Qualifications
● Candidates must possess at least Bachelor's/College Degree in Computer
Science/Information Technology or equivalent.
● At least 3-5 Years of working experience in the related field is required for this
position.
● Must have strong knowledge of PHP
● Must have strong knowledge of SQL databases
● Must have experience with code versioning tools such as Git
● Must have strong knowledge of Laravel framework
● Must have experience with REST API development
● Must have experience with NextJS
● Must have experience with Docker
● Must have experience with API Documentation tools such as Swagger
● Must have experience with deployment on Cloud server (AWS and Alicloud)
● Experience with NoSQL databases such as DynamoDB and MongoDB is a plus
● Experience with automated unit testing and PHP testing frameworks such as
PHPUnit is a plus
● Basic understanding of front-end technologies, such as JavaScript, HTML5, and
CSS3, is a plus
● Excellent problem solving and analytical skills
● Good oral and written communication skills
● Ability to work independently and with a team
● Experience with Live-streaming project is a plus
Job Type: Full-time
Salary: RM4,000.00 - RM7,000.00 per month
Schedule:
Monday to Friday
Experience:
PHP: 3 years (Preferred)
SQL: 3 years (Preferred)
Lavarel: 3 years (Preferred)
Cloud Server: 3 years (Preferred)"
Backend Developer (6 Months Contract),https://malaysia.indeed.com/company/AGENSI-PEKERJAAN-CAREERPATH-SDN-BHD/jobs/Back-End-Developer-414031176a926b5d?fccid=11b09ad81edaa018&vjs=3,job_414031176a926b5d,Agensi Pekerjaan Careerpath Sdn Bhd,Kuala Lumpur,"Employer
Active 3 days ago","RM 5,000 - RM 7,000 a month","Duties and Responsibilities
● Maintain and develop back-end systems
● Maintain and setup server
● Write reusable, efficient, and testable code
● Research new technologies and approaches to better improve application code
● Assist in the definition of application architecture
● Work closely with team members
● Provide documentation of delivered requirements
● Provide regular feedback to other team members for better collaboration
● Provide fresh ideas and contribute to the overall platform of the company
Minimum Qualifications
● Candidates must possess at least Bachelor's/College Degree in Computer Science/Information Technology or equivalent.
● At least 3-5 Years of working experience in the related field is required for this position.
● Must have strong knowledge of Java
● Must have strong knowledge of Spring boot framework
● Must have experience with code versioning tools such as Git
● Must have experience with Shiro security framework
● Must have experience with MyBatis
● Must have experience with deployment on Cloud server (Alicloud)
● Must have strong knowledge with current best practices for server structure
● Must have experience with MySQL, Redis non-relational database
● Must have experience with Nginx server, NodeJs
● Excellent problem solving and analytical skills
● Good oral and written communication skills
● Ability to work independently and with a team
Job Type: Contract
Contract length: 6 months
Salary: RM5,000.00 - RM7,000.00 per month
Schedule:
Monday to Friday"
Java Developer,https://malaysia.indeed.com/company/Agensi-Pekerjaan-JAC-Sdn-Bhd/jobs/Java-Developer-00da8d0b79f4c780?fccid=d21e0f2db0d34949&vjs=3,job_00da8d0b79f4c780,AGENSI PEKERJAAN JAC SDN. BHD.,Kuala Lumpur,"Employer
Active 3 days ago","RM 6,000 - RM 7,500 a month","JOB RESPONSIBILITIES
Work closely with teams designing and building systems realizing this vision.
Provide exceptional customer focus and ability to work with stakeholders to build a scalable monitoring system for IoT endpoints such as temperature sensors.
Constantly deliver solid, secure, performant code, contribute to the design of backend APIs and need to be comfortable diving into IoT, networking and identity/access technologies to accurately understand and influence experiences are hoping to light up.
Work in close partnership with Hawkeye team, cross-functional teams and management.
Perform any task or duties requested by the direct reporting manager.
JOB REQUIREMENTS
Bachelor’s degree in computer science, mathematics, or a related field.
Experience in managing a software development team.
Familiarity with modern programming languages such as Java, Python.
2+ years of experience developing object-oriented software and hands-on expertise in many disparate technologies, typically ranging from front-end user interfaces through to back-end systems and all points in between.
Experience engineering large scale distributed systems is strongly preferred.
Malaysian only
Job Type: Full-time
Salary: RM6,000.00 - RM7,500.00 per month
Benefits:
Dental insurance
Flexible schedule
Health insurance
Vision insurance
Schedule:
Monday to Friday
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)"
Business Analyst cum Tester (KL),https://malaysia.indeed.com/company/Recruit-Express-Service-Sdn-Bhd/jobs/Business-Analyst-688ae87b5b028740?fccid=0a954ba2806c8b93&vjs=3,job_688ae87b5b028740,Recruit Express Service Sdn Bhd,Kuala Lumpur,"Employer
Active 3 days ago","RM 7,000 - RM 9,000 a month","Job Responsibilities:
Conduct quality-control tests and analysis to ensure Solution meets documented specification, product requirements and the organization desired outcome
Plan and prepare testing activities such as test design, test cases, test data and hold defect review meetings
Execute Manual or Automated test scripts according to document specification and business scenario.
Log defects accurately, identify course of action and perform preliminary root cause analysis and retest defects after fixes
Analyze and communicate test results accurately to project team and developer, document software product defects accurately and track it to closure
Ensure that the test environment is maintained and remain ‘Fit for purpose' for the program of project deliverables
Support functional/technical testing, front end application and back-end application testing
Document all requirement and the business solution such that Stakeholders, Developer and Test team understand clearly.
Facilitate requirements elicitation sessions and walkthroughs with Business and Developer.
Assess the feasibility and impact of the recommended solution from Business perspective.
Evolve into a subject-matter expert who can easily liaise between Technical and Business.
Requirements :
Bachelor Degree in Computer Science or related technical discipline
At least 5 years of relevant experience in Financial or Asset Management industry
Ability to document and troubleshoot errors
Experienced in testing of the following application domains : Front-end, Back-end, API and/or mobile
Independently prepare test Script based on Functional design
Proven experience in Software Quality Assurance field
Good communication and interpersonal skills
Job Type: Full-time
Salary: RM7,000.00 - RM9,000.00 per month
Experience:
Business analysis: 3 years (Preferred)"
MERN Full Stack Developer- WORK FROM HOME,https://malaysia.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BJAOkSABAtqKGX_sg8J8NEYnO7yzwKvKfj6lCBgksQnvUEmzXmoy3-HW-ZLZe-lFGJCbazWYI0zkkiiE9fshwabGZCP9i1TOf48FiYHuEV1cSIEcEL6UFNrzmob-zeaJcFoTCwBp_RTUrdYpa-IzbHtqBpUpI-el8CT_frf_FHPkYI0RIxT0-TFWqyolmlMRDfM62H5_2K0d28E7PN4tcgukzL5kL5TEHqId_s4la2NdjHg9r13Dq5I8uYyDWLSL7rfG_kVd0fSDjhhpTCDfdCwBE9UdbHCubROWiQtxruePfmdzxXhH2R3AhQN04CEclBjo7k1FiY52AKGK2-B_Nt_3pRGeYrWeWvblfiGVqrKymW5CRVBPYnFvXCWbQUnCwMsBH8qYNEHvKTLrk2Qszs_bveZVKq5JXtkUyff9g8Mhoqfla8j8mmxNQCdWRXsF55iqGs1IEprThOZSxqy29-LHWfzv-7BU9df0XYlv_EeyI_qKLYNTbvDK0b0BBwG0WIDpp_ISiLlUjTyKaJpBN5CVA-p5pTjyV4EBiTDMlYJPaHLaz9ywNvqjPrfs35Mq7YmMg_1h1XpU_fEfNiKDboA8I8u8oJackj4JyvsjYF5TCT86E6XD6U&xkcb=SoBG-_M3JlGgJ1zk9B0CbzkdCdPP&p=9&fvj=1&vjs=3,sj_1bb53cd3adfd8c4d,Bookipi,Remote in Malaysia,"Employer
Active 3 days ago","RM 11,000 - RM 14,000 a month","We are looking for a back end or full stack MERN software engineer to be part of the team taking our already successful platform into its next iteration. The ideal candidate is an exceptional problem solver who can enable our team to continue to deliver a top class code base at scale.
Bookipi has grown 10x in the last year and we need your skills to continue to scale.
We are a Remote First company and allow full Work From Home.
Key Actions & Duties
Draft and deploy a high quality code base
Collaborate with leadership, product managers, and other engineers to build the best user experience
Implement and execute innovative solutions that provide meaningful user value
Perform code reviews
Take a lead role in the development of the next generation of our product
Complete technical verification of design and architecture
Work with the team to solve technical difficulties and ascertain the best deployment approach when needed
Skill & Experience Requirements
Excellent ability to code in or experience with ReactJS, React Native, Node.JS, MongoDB, and Typescript
3 to 5+ years of relevant work experience as a software engineer, software developer, backend developer, or full stack developer
Demonstrated experience and knowledge in server development and management
Experience in designing mobile apps and web apps. Website development is secondary.
Formal computer science or software engineer qualification is preferred but not required
Experience in coding for the accounting, payroll, HR, or finance industry is advantageous
Job Type: Full-time
Salary: RM11,000.00 - RM14,000.00 per month
Benefits:
Work from home
Schedule:
Monday to Friday
Application Question(s):
How many year of software developer experience do you have?
Experience:
Node.js: 3 years (Preferred)"
Junior Software Developer (Malaysian Citizen),https://malaysia.indeed.com/company/SRkay-Consulting/jobs/Junior-Software-Engineer-275d3c0bfcebb886?fccid=b60a0dea3f420575&vjs=3,job_275d3c0bfcebb886,IT Consulting Company,Kuala Lumpur,"Employer
Active 3 days ago","RM 3,000 - RM 4,000 a month","Job Description
Provide input and produce proof-of-concept during requirement analysis and design
Perform system development according to specification
Test software to conform to specification and quality
Maintain and monitor the performance of existing software
Work closely with different teams on system integration
Handle other ad-hoc tasks as assigned
Qualifications/Requirements
1. Bachelor’s Degree in Computer Science, Software Engineering or other relevant disciplines.
2. Candidate should possess the following technical and soft skills:
Experience in front end or back end or full stack development.
Experience in Java programming language.
Keen to pick up new technical skills
Ability to work independently and multi-task effectively.
Job Type: Full-time
Pay: RM3,000.00 - RM4,000.00 per month
Schedule:
Monday to Friday
Application Question(s):
Notice Period
Experience:
Software Developer: 2 years (Preferred)"
Flutter Mobile App Developer,https://malaysia.indeed.com/company/Applify-Technologies-Sdn-Bhd/jobs/Application-Developer-8679baa7619bbd59?fccid=551a3dc10c401569&vjs=3,job_8679baa7619bbd59,Applify Technologies Sdn Bhd,Kuala Lumpur,"Employer
Active 3 days ago","RM 4,000 - RM 8,000 a month","Job Highlights:
Hybrid working environment (Only 2-3 days working in office per week if required)
Transparent and friendly working culture
Progressive career growth & development
Job Requirements:
At least a Professional Certificate, Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post-Graduate Diploma/Professional Degree in Computer Science/Information Technology or equivalent
At least 2 years of working experience in the related field as a Mobile App Developer
Required language(s): English, Bahasa Malaysia
MUST be experienced in Flutter
Passionate about software development with a general thirst for digital knowledge and a significant interest in new emerging technologies
Possess strong skills in application design, implementation, testing and troubleshooting
Able to work independently with minimal assistance and willing to learn with a strong sense of responsibility
Multi-task and thrive in a fast-paced results-driven organization
Job Responsibilities:
Develop mobile applications using Flutter
Cooperating with backend developers and project management team to develop mobile applications that meet the technical requirements
Apply UI/UX best practices, concepts, guidelines and principles for mobile applications development
Demonstrated ability to write efficient, reusable code
Good understanding of integrating mobile applications with back-end (RESTful) APIs
Proficient understanding of Git process
Job Benefits:
High-performance yearly bonus
Annual dinner and overseas holiday trip with the organization
Regular games, team activities such as sports, charity, dinner gatherings and many more
Recognition and performance award with certification
Quarterly team-building activities and motivation training and contest events
Incentive trips for top performance and high achievement employees in the company such as Bali, Phuket, and Langkawi (by the company)
Training programs and advanced learning courses will be provided to all permanent employees
It’s a high-tension position, and electrifying. We must admit it’s not going to be easy, but it will be super worth it
Only for the strong and the fittest. For those that don’t believe in limits. For those that believe in setting records and achievements. Fast-paced and rewarding at the same time.
Job Type: Full-time
Salary: RM4,000.00 - RM8,000.00 per month
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)
Experience:
Flutter: 1 year (Required)"
