Job Title,Job Link,Job ID,Company Name,Location,Job Posting,Salary,Job Description
Senior Laravel PHP Developer,https://malaysia.indeed.com/company/WISEYES-SOLUTIONS-SDN-BHD/jobs/PHP-Developer-1fabef17a1a145f6?fccid=c26b28cbd303e02b&vjs=3,job_1fabef17a1a145f6,WISEYES SOLUTIONS SDN BHD,Kuala Lumpur,"Posted
Posted 2 days ago","RM 5,000 - RM 8,000 a month","Job Description
Responsibilities -
A developer who writes beautiful, clean, and efficient codes to a high standard, in a timely and scalable way that improves the code-base of our products in meaningful ways.
You will be a part of a full-stack creative team that is responsible for all aspects of the ongoing software development from the initial specification, through to developing, testing, launching, support and maintenance.
Passionate in crafting clean, efficient and high standard PHP codes;
Knowledge of Laravel and MySQL;
Passion for best practices, coding convention, and a desire to develop new bold ideas.
Minimal 2 years coding experiences, with proven software development experience in PHP and Laravel framework;
Knowledge of MVC, Bootstrap, and Design Patterns;
Requirements -
Bachelor's degree in Computer Science or a related field
At least 2 year(s) experience as a PHP Web Developer
Familiarity with PHP frameworks such as Laravel
Strong understanding of object-oriented programming principles
Knowledge of front-end technologies such as HTML, CSS, JavaScript and jQuery
Experience with database technologies such as MySQL or other relational databases
Familiarity with version control systems such as Git
Excellent problem-solving skills and attention to detail
Ability to work independently and in a team environment
Strong communication and interpersonal skills
Job Type: Full-time
Salary: RM5,000.00 - RM8,000.00 per month
Benefits:
Dental insurance
Health insurance
Maternity leave
Opportunities for promotion
Parental leave
Professional development
Vision insurance
Schedule:
Monday to Friday
Supplemental pay types:
Yearly bonus
Education:
Bachelor's (Preferred)
Experience:
PHP Web Developer: 2 years (Preferred)
Ability to Commute:
Kuala Lumpur (Preferred)"
Full Stack Developer (Spring & Angular),https://malaysia.indeed.com/rc/clk?jk=21e5dd1e95ef51ad&fccid=f9211016071bf82e&vjs=3,job_21e5dd1e95ef51ad,Hiredly X,Kuala Lumpur,"Posted
Posted 2 days ago","RM 7,000 - RM 12,000 a month","Build front-end to back-end web applications using world class technology stack
Design and develop scalable, testable, sustainable and high-performance software components and APIs
Develop automated test scripts for continuous delivery and integration
Gather, analyze and design solutions based on user requirements, pain points
and needs

Design and develop web-based and mobile applications, modules, and
automation test

Perform software releases, installations, migrations, upgrades, user training
and support

Eliminate and fix tech bugs and enhance all aspects of software functionalities
[Apply now at https://my.hiredly.com/jobs/jobs-malaysia-hiredly-x-job-full-stack-developer-spring-angular]
; Requirements: -

Experience in J2EE, Angular 6+, Bootstrap, Hibernate, GIT, Spring Framework
Experience in relational data modelling, (MSSQL\Oracle\MySQL\PostgreSQL) and system integration
Experience in production system deployment, maintenance and troubleshooting
Excellent analytical thinking and problem-solving skills
Strong communication and collaboration skills
Experience in CI/CD and automated testing would be an advantage
Bachelor’s degree in Computer Science, Information Technology or equivalent
At least 5 years of proven working experience in Software Development"
Senior IOS Developer (Mandarin Speaker),https://malaysia.indeed.com/company/JP-CALIBER-SDN-BHD/jobs/Ios-Developer-3373c500d2f94ca5?fccid=4c62b19debfea540&vjs=3,job_3373c500d2f94ca5,JP Caliber,Kuala Lumpur,"Employer
Active 2 days ago","RM 10,000 - RM 15,000 a month","Job Description:
· Design, develop, test, and deploy iOS mobile applications.
· Conduct research and development of technical solutions for optimizing application performance, capable of independently solving complex technical problems.
· Develop high-quality code according to requirements documents and UI design, and deliver on time.
· Continuously improve and iterate the product based on user feedback and business needs.
· Participate in technical sharing and code review, drive technical progress and improvement within the team.
We expect you to have the following requirements:
· Bachelor's degree or above in Computer Science or related field.
· Minimum of 5 years of experience in iOS app development, proficient in Objective-C and Swift programming languages, with knowledge of iOS platform architecture and development processes.
· Possess good coding habits and architecture skills, with experience in independently developing large-scale iOS applications.
· Proficient in core technologies of iOS development, such as UI layout, network programming, data storage, push notifications, and maps.
· Familiar with common development tools and frameworks, such as Xcode, CocoaPods, AFNetworking, and SDWebImage.
· Good team collaboration and communication skills, able to proactively collaborate with product, design, and testing departments.
· Good English reading and writing skills, able to read technical documentation and participate in technical discussions in English.
· If you are eager to grow your career in a creative and technically challenging environment, join our team! We offer competitive compensation and benefits, along with excellent career development opportunities.
Added points:
· Additional experience in other mobile development technologies such as Android or iOS native development.
· Basic knowledge of front-end development technologies like HTML, CSS, and JavaScript.
· Experience participating in open-source projects or personal projects.
· Join our fast-growing startup and be part of an exciting journey in building cutting-edge iOS applications. We value innovation, collaboration, and continuous learning. We offer a competitive salary and benefits package, ensuring that your skills and contributions are appropriately rewarded. If you are passionate about iOS development and thrive in a dynamic and ambitious environment, we would love to hear from you.
Job Type: Full-time
Salary: RM10,000.00 - RM15,000.00 per month
Benefits:
Vision insurance
Schedule:
Monday to Friday
Language:
Mandarin (Required)"
Front-end Developer,https://malaysia.indeed.com/company/Agensi-Pekerjaan-JAC-Sdn-Bhd/jobs/Front-End-Developer-2109d1de812a6952?fccid=d21e0f2db0d34949&vjs=3,job_2109d1de812a6952,AGENSI PEKERJAAN JAC SDN. BHD.,Kuala Lumpur,"Employer
Active 2 days ago","RM 6,000 - RM 7,500 a month","JOB RESPONSIBILITIES
Build, develop and implement highly responsive user Interface(s) using React.JS and TypeScript and/or other programming languages as needed.
Develop API integrations and/or 3rd party integrations as needed.
Work on enriching and expanding the capabilities of our applications UI.
Advocate for the usability of the UI throughout the full life cycle of the product.
Stay up to date with modern UI developments, tools and frameworks.
Monitor, track and improve front-end performance where needed.
Keep an eye on, investigate and resolve cases of software abnormalities.
Identify and resolve any interface software and debugging application codes.
Closely cooperate with other Developers in order to brainstorm creative ideas, future steps and applications.
Ensure cross-platform ability and mobile responsiveness of web applications developed and maintained.
Work effectively alongside designers for web application features and functionalities.
Adhere to professional coding methodologies and standards.
Staying up to date with developments in web applications, approaches and architectures.
Ensure performance, scalability, security, and reliability when developing web applications.
Ensure high coding standards, documentation, code versioning and code deployment methodologies and tools are used across all web projects
JOB REQUIREMENTS
Fluency in English language, both written and verbal.
University degree in Computer Science, Computer Engineering, Information Technology or equivalent field.
At least 3 years of experience working with an online-first business (Forex, Gaming, e-commerce etc.) as a React.Js Developer.
Deep knowledge of JavaScript, CSS, HTML and other Front-End languages and frameworks.
A strong knowledge of React tools and Interface design.
Familiarity with technical SEO and Web optimization techniques.
Experience with Github and version control, SaaS deployment tools and Cloud solutions.
Experience with Web Components, Email automation and marketing
Job Type: Full-time
Salary: RM6,000.00 - RM7,500.00 per month
Benefits:
Health insurance
Schedule:
Day shift
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
At least 3 years of experience working with an online-first business (Forex, Gaming, e-commerce etc.) as a React.Js Developer.
Education:
Bachelor's (Required)"
Business Analyst cum QA Tester (KL),https://malaysia.indeed.com/company/Recruit-Express-Service-Sdn-Bhd/jobs/Quality-Assurance-Tester-a49bf22d0f8d1a05?fccid=0a954ba2806c8b93&vjs=3,job_a49bf22d0f8d1a05,Recruit Express Service Sdn Bhd,Kuala Lumpur,"Posted
Posted 2 days ago","RM 7,000 - RM 9,000 a month","Job Responsibilities:
Conduct quality-control tests and analysis to ensure Solution meets documented specification, product requirements and the organization desired outcome
Plan and prepare testing activities such as test design, test cases, test data and hold defect review meetings
Execute Manual or Automated test scripts according to document specification and business scenario.
Log defects accurately, identify course of action and perform preliminary root cause analysis and retest defects after fixes
Analyze and communicate test results accurately to project team and developer, document software product defects accurately and track it to closure
Ensure that the test environment is maintained and remain ‘Fit for purpose' for the program of project deliverables
Support functional/technical testing, front end application and back-end application testing
Document all requirement and the business solution such that Stakeholders, Developer and Test team understand clearly.
Facilitate requirements elicitation sessions and walkthroughs with Business and Developer.
Assess the feasibility and impact of the recommended solution from Business perspective.
Evolve into a subject-matter expert who can easily liaise between Technical and Business.
Requirements :
Bachelor Degree in Computer Science or related technical discipline
At least 5 years of relevant experience in Financial or Asset Management industry
Ability to document and troubleshoot errors
Experienced in testing of the following application domains : Front-end, Back-end, API and/or mobile
Independently prepare test Script based on Functional design
Proven experience in Software Quality Assurance field
Good communication and interpersonal skills
Job Type: Full-time
Salary: RM7,000.00 - RM9,000.00 per month
Experience:
Business analysis: 3 years (Preferred)"
Web Developer,https://malaysia.indeed.com/company/Bright-Nexus-(M)-Sdn-Bhd/jobs/Web-Developer-dc62f66410003b95?fccid=f6e099f9eb731bd1&vjs=3,job_dc62f66410003b95,Bright Nexus (M) Sdn Bhd,Bandar Tasik Selatan,"Employer
Active 2 days ago","RM 2,800 - RM 6,000 a month","Key Roles & Responsibilities:
Responsible for the development and implementation front end or back-end web applications.
Enhance and improve web applications.
Take formal responsibility for ensuring that the web applications are adequately tested before roll out.
Requirements:
Candidate must possess at least a Bachelor’s Degree or equivalent.
Required skills: JavaScript, Node.js, HTML5, CSS3, MongoDB, Redis, MySql.
Knowledge of SEO.
Experienced in CMS system.
Good analytical and organizational skills. Strong interpersonal and communication skills.
Work independently and proactively to deliver quality products.
Team player which is able to work together in a team towards project goals.
Preferably Junior Executives specializing in IT/Computer - Software or equivalent.
Fresh Graduate are encourage to apply.
Full-Time position only.
Job Type: Full-time
Salary: RM2,800.00 - RM6,000.00 per month
Schedule:
Monday to Friday
Ability to commute/relocate:
Bandar Tasik Selatan: Reliably commute or planning to relocate before starting work (Preferred)"
UI/UX Designer (Remote),https://malaysia.indeed.com/company/SKUBBS-PRIVATE-LIMITED-(SINGAPORE)/jobs/User-Interface-Designer-342ff826eef13f9e?fccid=56056d4da4244dc5&vjs=3,job_342ff826eef13f9e,SKUBBS PRIVATE LIMITED (SINGAPORE),Remote in Kuala Lumpur,"Employer
Active 2 days ago",,"Do you have an extensive background and strong opinions in designing web and mobile applications? Do you have experience leading a design team? If you are passionate about application design and creating an awesome user experience, this role is likely a perfect fit for you!
Key Responsibilities:
Create user-centered design solutions that meet business goals and user needs, ensuring a seamless and enjoyable user experience.
Develop wireframes, prototypes, and high-fidelity mockups to effectively communicate design ideas to stakeholders and development teams.
Conduct user research, usability testing, and gather feedback to iterate on design concepts and enhance user satisfaction.
Collaborate with product managers, developers, and other designers to define and implement design strategies and guidelines.
Stay up-to-date with industry trends, design tools, and emerging technologies to continuously enhance design processes.
Take ownership of the end-to-end design process, from conceptualization to final visual assets.
Maintain consistency in design language and UI elements across different digital products and platforms.
Advocate for user-centered design principles within the organization and champion the importance of usability and accessibility.
Requirements:
At least 3 -5 years of experience doing hands-on UX and UI design for software products.
Strong portfolio showcasing a range of UI/UX design projects across various platforms.
Portfolio should demonstrate a deep understanding of design thinking and showcase successful UI/UX projects.
Proficiency in design and prototyping tools such as Adobe XD, Sketch and Figma.
Solid understanding of user-centered design principles, usability, and accessibility best practices.
Experience with conducting user research, usability testing, and translating findings into design improvements.
Strong communication skills to articulate design decisions and collaborate effectively with cross-functional teams.
Ability to balance creativity with attention to detail, ensuring designs are both innovative and user-friendly.
Knowledge of front-end development principles and capabilities is a plus.
Strong problem-solving skills and ability to work in a fast-paced, dynamic environment.
Job Type: Full-time
Application Question(s):
When is your availability?
Experience:
UI/UX Designer: 3 years (Required)
Language:
English (Required)"
Node.JS Developer,https://malaysia.indeed.com/company/Elitez-Group-of-Companies/jobs/Developer-e8948756a54714a3?fccid=f84ae17793ff811b&vjs=3,job_e8948756a54714a3,Elitez Group of Companies,Kuala Lumpur,"Employer
Active 2 days ago","RM 5,000 - RM 10,000 a month","Job Scope:
Designing, evaluating, and building web applications by leveraging the capabilities of Node.js.
Managing and supervising backend applications utilizing Node.js and associated frameworks.
Working in close collaboration with the product team to grasp project needs and transform them into technological solutions.
Enhancing server-side code to achieve optimal performance and scalability, especially when handling substantial data loads.
Verifying smooth communication between backend code and databases.
Guaranteeing swift responsiveness to frontend requests.
Creating and putting into practice RESTful APIs to simplify data interaction between server and client applications.
Job Requirements:
Strong proficiency in JavaScript, with a good understanding of its quirks and features.
Experience with Node.js and related frameworks, such as Express.js.
Solid understanding of asynchronous programming and event-driven architecture.
Familiarity with front-end technologies, such as HTML, CSS, and JavaScript frameworks
How to apply?
If interested, please click the apply button to submit your application.
We regret to inform that only short-listed applicants will be notified.
Elitez & Associates Pte Ltd 20C0426
EA Personnel No: R22109718
EA Personnel Name: Cheong Zi Wei
Job Type: Permanent
Salary: RM5,000.00 - RM10,000.00 per month"
Showwcase Elite - PHP Software Engineer,https://malaysia.indeed.com/company/Showwcase/jobs/PHP-Engineer-35211468538334a0?fccid=5baaf755c06bec6b&vjs=3,job_35211468538334a0,Showwcase,Kuala Lumpur,"Employer
Active 2 days ago",,"Showwcase
Showwcase is a professional network built for developers. We help developers represent themselves holistically, join a community of like-minded others, and find new work opportunities.
The world is in the midst of an accelerated transition towards a digital-first future where every company is becoming a tech company. The resulting outcome is that the demand for developers is now at its highest ever and the number of people learning programming skills is accelerating rapidly. In fact, Microsoft estimates the number of coders to be at 200 million by 2025 - 4X what it is today!
Generalised and large internet platforms can’t be everything to everyone. There is no community and features can never be built with focus around developers. We believe in community-based platforms and want to build for that.
Elite
We’re glad you have interest in joining our Elite Collective. The Elite Collective is a community comprised of senior and experienced developers. Being a member gives you access to our private communities, in-person events, and most importantly jobs and projects curated for Elite.
Showwcase works with many partner companies to help build their developer teams to work on projects. As an Elite, you’ll get access to these full-time job opportunities with better compensation and career growth. We do all the hard work of finding you opportunities so you can focus on what you do best, building products and services. If at any time your project nears completion or your role at a given company is no longer needed, we find you the opportunity within weeks!
How does it work
First, you’ll need to create a Showwcase profile. Once you’re set up, apply to one of our Elite roles according to your skill: React, Flutter, Go etc. We review and if you’re a good fit for Elite, we’ll invite you to come call with us, do a few skill assessments, and some live interviews. This should take a few hours at max! Once done and successful, you join our Elite collective and get all its benefits.
Why join Elite?
We believe the traditional way of looking for jobs is broken. Developers have to complete skill assessments over and over again for every company we apply to, we need to submit at least 5 links to represent who we are (LinkedIn, Resume, Github, Blog, Portfolio), and companies are terrible at responding to developers even after we’ve completed all the steps. Worse, most of the time the interview process has nothing to do with what we’ll actually be doing on the job! It’s incredibly frustrating. Oh, and doing sales and marketing of who we are to find the right company to hire us is not fun.
As an Elite Collective Member, we do all the heavy lifting for you. We find great opportunities, negotiate salary, and handle contracts with different leading companies and startups around the world and offer them to you to work on. These jobs are full-time roles and you’ll get to work with the modern processes with good pay.
Job Overview
We are looking for a talented PHP Engineer with 4+ years of experience. You will lead a small team of 3-5 junior developers to build, maintain and support PHP-based web applications.
Responsibilities:
Oversee PHP-based development projects end-to-end
Review and merge junior developers’ source code, providing feedback to improve coding abilities
Implement best practices for version control with Git/GitHub to manage code deployments
Perform code refactoring, optimization and debugging to improve performance
Design and build new features and applications using modern PHP frameworks
Write clear documentation for API endpoints, code logic and architecture
Set and implement standards for security, data protection and quality assurance
Monitor and profile applications to identify and fix bottlenecks or issues
Stay up-to-date with the latest PHP languages, frameworks, and development practices
Requirements:
4+ years of professional software development experience with PHP
Strong grasp of PHP, MySQL, MVC frameworks like Laravel/Symfony
Hands-on experience leading small development team
Excellent communication skills to collaborate with internal teams
Problem-solving attitude with good troubleshooting abilities
Knowledge of front-end languages like HTML/CSS, JavaScript is a plus
BS/MS degree in Computer Science, Engineering or relevant field
This role requires the ability to mentor junior developers while managing complex PHP-based projects. If you have the experience to excel as both an engineer and team leader, we would love to hear from you!
Job Types: Full-time, Contract
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)"
PHP Developer,https://malaysia.indeed.com/company/AGENSI-PEKERJAAN-CAREERPATH-SDN-BHD/jobs/PHP-Developer-b015a88727e2f903?fccid=11b09ad81edaa018&vjs=3,job_b015a88727e2f903,Agensi Pekerjaan Careerpath Sdn Bhd,Kuala Lumpur,"Employer
Active 2 days ago","RM 4,000 - RM 7,000 a month","Duties and Responsibilities
● Maintain and develop back-end systems
● Maintain and setup server
● Write reusable, efficient, and testable PHP code
● Research new technologies and approaches to better improve application code
● Assist in the definition of application architecture
● Work closely with team members
● Provide documentation of delivered requirements
● Provide regular feedback to other team members for better collaboration
● Provide fresh ideas and contribute to the overall platform of the company
Qualifications
● Candidates must possess at least Bachelor's/College Degree in Computer
Science/Information Technology or equivalent.
● At least 3-5 Years of working experience in the related field is required for this
position.
● Must have strong knowledge of PHP
● Must have strong knowledge of SQL databases
● Must have experience with code versioning tools such as Git
● Must have strong knowledge of Laravel framework
● Must have experience with REST API development
● Must have experience with NextJS
● Must have experience with Docker
● Must have experience with API Documentation tools such as Swagger
● Must have experience with deployment on Cloud server (AWS and Alicloud)
● Experience with NoSQL databases such as DynamoDB and MongoDB is a plus
● Experience with automated unit testing and PHP testing frameworks such as
PHPUnit is a plus
● Basic understanding of front-end technologies, such as JavaScript, HTML5, and
CSS3, is a plus
● Excellent problem solving and analytical skills
● Good oral and written communication skills
● Ability to work independently and with a team
● Experience with Live-streaming project is a plus
Job Type: Full-time
Salary: RM4,000.00 - RM7,000.00 per month
Schedule:
Monday to Friday
Experience:
PHP: 3 years (Preferred)
SQL: 3 years (Preferred)
Lavarel: 3 years (Preferred)
Cloud Server: 3 years (Preferred)"
Java Developer,https://malaysia.indeed.com/company/Agensi-Pekerjaan-JAC-Sdn-Bhd/jobs/Java-Developer-00da8d0b79f4c780?fccid=d21e0f2db0d34949&vjs=3,job_00da8d0b79f4c780,AGENSI PEKERJAAN JAC SDN. BHD.,Kuala Lumpur,"Employer
Active 2 days ago","RM 6,000 - RM 7,500 a month","JOB RESPONSIBILITIES
Work closely with teams designing and building systems realizing this vision.
Provide exceptional customer focus and ability to work with stakeholders to build a scalable monitoring system for IoT endpoints such as temperature sensors.
Constantly deliver solid, secure, performant code, contribute to the design of backend APIs and need to be comfortable diving into IoT, networking and identity/access technologies to accurately understand and influence experiences are hoping to light up.
Work in close partnership with Hawkeye team, cross-functional teams and management.
Perform any task or duties requested by the direct reporting manager.
JOB REQUIREMENTS
Bachelor’s degree in computer science, mathematics, or a related field.
Experience in managing a software development team.
Familiarity with modern programming languages such as Java, Python.
2+ years of experience developing object-oriented software and hands-on expertise in many disparate technologies, typically ranging from front-end user interfaces through to back-end systems and all points in between.
Experience engineering large scale distributed systems is strongly preferred.
Malaysian only
Job Type: Full-time
Salary: RM6,000.00 - RM7,500.00 per month
Benefits:
Dental insurance
Flexible schedule
Health insurance
Vision insurance
Schedule:
Monday to Friday
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)"
Full Stack Java Developer,https://malaysia.indeed.com/company/EPS-Ventures-Sdn-Bhd/jobs/Full-Stack-Developer-545e7ec9991363d0?fccid=7907089f779ff7e5&vjs=3,job_545e7ec9991363d0,EPS Ventures Sdn Bhd,Kuala Lumpur,"Employer
Active 2 days ago","RM 5,000 - RM 9,000 a month","Client Company: Our client is among the largest IT and business consulting services firms in the world. They are insights-driven and outcome-based to help accelerate returns on customers' IT and business investments.
Requirements:
Programming - Java/J2EE (Java 8 or higher), NodeJS
Frameworks - Spring Framework Suite, Ribbon, Zuul, Eureka, ELK Stack, Swagger Hub, OAuth 2, NodeJS, Spring Cloud Kubernetes
UI Frameworks - Backbone, Angular, HTML5, CSS3, JQuery, Bootstrap, Web Socket
Data stores - Cassandra, HDFS, Azure Data Lake, MySQL, Microsoft SQL
Apache stack (some of the following): Kafka, Hadoop, Hive, Spark, Storm, Ignite, Flume, Avro, Mesos, Lucene, Solr, Zookeeper, Camel, Mahout
Agile development using TFS, Jira, Confluence, Rally
Experience programming with HTML 5, CSS, JavaScript, and mainstream front-end frameworks (Angular, React)
Applied knowledge of API Development using REST and/or SOAP
Familiarity with microservice architectures, design patterns, and monitoring tools
Experience with cloud providers such as Azure, AWS, and/or GCP; working knowledge of containerization technologies including Docker and Kubernetes
Experience in developing and deploying applications to cloud platforms AWS, GCP, PCF, Azure
Experience with streaming platforms such as Apache Kafka
Working knowledge of other JVM-based languages (Kotlin, Scala)
Experience with data engineering platforms such as Apache Spark is a plus
Familiarity with modern data patterns such as Event Sourcing and CQRS
Experience with the CI/CD pipeline
Demonstrated experience in enterprise security practices
Industry recognized Technology Certifications
Qualification & Requirements :
3-4 years and above experience with Java programming, including popular open-source libraries and frameworks with exposure in Cloud. We are open to consider junior resources as well for the role
Job Type: Full-time
Salary: RM5,000.00 - RM9,000.00 per month
Ability to commute/relocate:
Kuala Lumpur: Reliably commute or planning to relocate before starting work (Required)
Education:
Diploma/Advanced Diploma (Required)
Experience:
working: 2 years (Required)"
Team Lead (Software Engineer),https://malaysia.indeed.com/company/Talent-Houz/jobs/Software-Engineer-b9681f4f15b00d3c?fccid=3e9846e5589ba2b2&vjs=3,job_b9681f4f15b00d3c,Talent Houz,Bangsar South,"Employer
Active 4 days ago","RM 7,000 - RM 9,000 a month","Location: Kuala Lumpur (Work From Home)
Salary: RM7,000 - RM9,000
Job Responsibilities
Planning and documenting technical specifications for features or system design together with the Technical Lead
Designing, building and configuring applications to meet business process and application requirements together with the technical lead
Directing the development team especially Junior developers in the design, development, coding, testing and debugging of applications
Writing testable, scalable and efficient code and leading code reviews internally in the team.
Ensure technical success and delivery quality.
Mentoring junior team members and ensuring they adhere to determined software quality standards
Job Requirements
Strong experience in application development and process design, and project delivery practices (mandatory)
Experience in designing robust and scalable architectures and solutions and application performance
Able to inspire other people to work with you, and you enjoy mentoring and coaching, as well as learning from other engineers
Possess good communication skills
Be the owner and strive to do work you're proud of, both technically and in your team interactions
6+ years of experience in software development, with a Bachelor or Master Degree in Software Engineering, Computer Science or similar;
Experienced in at least a high-level programming language (.Net Core, Java, , PHP, Python, etc);
Love to code and explore the latest technologies in enterprise web development.
Experience in designing, building, and/or managing scalable systems in the cloud (e.g. AWS, Azure, Google Cloud) (valued).
Experience and comfortable working in an Agile software development environment.
Ability to interpret business requirements and think through “logical” next steps
Understanding of Rapid Application Development(RAD) best practices.
Understanding of best practices for web application security
Knowledge of API technologies such as REST and JSON
Hands on experience with Front end development (JavaScript, JQuery, CSS, HTML)
Have a teachable attitude and mindset of growth.
OutSystems project experience and certifications (valued)
Proficiency with OutSystems Service Studio & Integration Studio(valued)
Job Types: Permanent, Full-time
Salary: RM7,000.00 - RM9,000.00 per month
Benefits:
Work from home
Education:
Bachelor's (Required)
Experience:
Software Development: 6 years (Required)"
Business Analyst cum Tester (KL),https://malaysia.indeed.com/company/Recruit-Express-Service-Sdn-Bhd/jobs/Business-Analyst-688ae87b5b028740?fccid=0a954ba2806c8b93&vjs=3,job_688ae87b5b028740,Recruit Express Service Sdn Bhd,Kuala Lumpur,"Employer
Active 2 days ago","RM 7,000 - RM 9,000 a month","Job Responsibilities:
Conduct quality-control tests and analysis to ensure Solution meets documented specification, product requirements and the organization desired outcome
Plan and prepare testing activities such as test design, test cases, test data and hold defect review meetings
Execute Manual or Automated test scripts according to document specification and business scenario.
Log defects accurately, identify course of action and perform preliminary root cause analysis and retest defects after fixes
Analyze and communicate test results accurately to project team and developer, document software product defects accurately and track it to closure
Ensure that the test environment is maintained and remain ‘Fit for purpose' for the program of project deliverables
Support functional/technical testing, front end application and back-end application testing
Document all requirement and the business solution such that Stakeholders, Developer and Test team understand clearly.
Facilitate requirements elicitation sessions and walkthroughs with Business and Developer.
Assess the feasibility and impact of the recommended solution from Business perspective.
Evolve into a subject-matter expert who can easily liaise between Technical and Business.
Requirements :
Bachelor Degree in Computer Science or related technical discipline
At least 5 years of relevant experience in Financial or Asset Management industry
Ability to document and troubleshoot errors
Experienced in testing of the following application domains : Front-end, Back-end, API and/or mobile
Independently prepare test Script based on Functional design
Proven experience in Software Quality Assurance field
Good communication and interpersonal skills
Job Type: Full-time
Salary: RM7,000.00 - RM9,000.00 per month
Experience:
Business analysis: 3 years (Preferred)"
Frontend and Backend Developer,https://malaysia.indeed.com/rc/clk?jk=13f0037526268ded&fccid=e81b4397817b556d&vjs=3,job_13f0037526268ded,Quantum soft,Kuala Lumpur,"Posted
Posted 4 days ago","RM 4,000 - RM 10,000 a month","Frontend Developer
1) Code optimization and performance improvements.
2) Proficiency in HTML5.
3) Familiar with web forms and communicate with the backend API.
4) Proficiency in browser rendering behavior and performance.
5) Ensure cross-browser/cross-platform compatibility.
6) Translate UX guidelines and design concepts into responsive high-performance web pages using ReactJS.
7) Work closely with UI/UX designers and backend developers in implementing advanced frontend interfaces for dApp and Gamify platforms.

Backend Developer
1) Participate in designing and creating scalable software
2) Plan and Build effective REST API services
3) Collaborating with front-end developers on the integration of elements
4) Design client-side and server-side architecture
5) Testing and fixing bugs or other coding issues. Troubleshoot, debug and upgrade system
6) Develop fullstack node js application in Typescript.

[Apply now at https://my.hiredly.com/jobs/jobs-malaysia-quantum-soft-job-frontend-and-backend-developer]
; Requirements: - Frontend Developer
1) At least 2 years experience in a related field.
2) Experience in interacting with RESTful APIs
3) Strong sense of User Experience (UX) best practices
4) Strong proficiency with HTML, CSS, JavaScript, Ajax, Jquery
5) Proficiency in writing in JavaScript ES6, web3, Reacts JS, and TypeScript.
6) Knowledge in using Git

Backend Developer
1) Required skill(s): NodeJS, NoSQL
2) Experience in Version Control – Git
3)Passionate in gaming industry.
4) Work with minimum supervision as well as able to contribute to team development.

Able to communicate in English. Mandarin is added advantage (need to liaise with Mandarin speaker clients)
Open to Malaysian candidates only.
Possess at least a professional certificate, bachelor's degree in Engineering (Computer Science / Information Technology or equivalent)"
Junior Software Developer (Malaysian Citizen),https://malaysia.indeed.com/company/SRkay-Consulting/jobs/Junior-Software-Engineer-275d3c0bfcebb886?fccid=b60a0dea3f420575&vjs=3,job_275d3c0bfcebb886,IT Consulting Company,Kuala Lumpur,"Employer
Active 2 days ago","RM 3,000 - RM 4,000 a month","Job Description
Provide input and produce proof-of-concept during requirement analysis and design
Perform system development according to specification
Test software to conform to specification and quality
Maintain and monitor the performance of existing software
Work closely with different teams on system integration
Handle other ad-hoc tasks as assigned
Qualifications/Requirements
1. Bachelor’s Degree in Computer Science, Software Engineering or other relevant disciplines.
2. Candidate should possess the following technical and soft skills:
Experience in front end or back end or full stack development.
Experience in Java programming language.
Keen to pick up new technical skills
Ability to work independently and multi-task effectively.
Job Type: Full-time
Pay: RM3,000.00 - RM4,000.00 per month
Schedule:
Monday to Friday
Application Question(s):
Notice Period
Experience:
Software Developer: 2 years (Preferred)"
Website Developer,https://malaysia.indeed.com/company/GTrade-Technology-Sdn-Bhd/jobs/Web-Developer-81d297872350d710?fccid=befd75cacd9a47c6&vjs=3,job_81d297872350d710,GTrade Technology Sdn Bhd,Kuala Lumpur,"Employer
Active 5 days ago","RM 2,500 - RM 4,000 a month","Responsibilities:
Developing, designing, enhancing and maintaining the websites and software system applications.
Oversees implementation of high level of design styles that ensure coding efficiency consistent with the current standard and trends.
To identify website issues/ conflicts, prioritize needs, logical sequence workflow, stability and coordinate resolutions.
Work closely with different teams on system integration and maintain technical expertise in web design tools.
Ensure website performance such as capacity and accessibility that are important for website metrics that serve the goals of a business.
Perform user-acceptance testing to identify bugs and support quality assurance.
Monitors and makes recommendations to improve visibility and usability of websites.
Any other ad-hoc tasks or duties as assigned by the superior/ management to you from time to time.
Requirements:
Bachelor’s degree in website design, multimedia design, website development or equivalent related fields.
Excellent visual design skills and be proficient in graphic design software such as Adobe Photoshop, Adobe Illustrator and other design tools.
Proficiency in content management systems and front-end development web programming languages such as WordPress, HTML and CSS.
Persistence, attention to detail, alert with advances in website technology and how this affects the business environment.
Ability to coordinate multiple projects concurrently and work with minimum guidance and direction
Preferably with 2 years relevant experiences or with strong vocational skills.
Job Type: Full-time
Salary: RM2,500.00 - RM4,000.00 per month
Benefits:
Opportunities for promotion
Professional development
Schedule:
Monday to Friday
Supplemental pay types:
Performance bonus"
